Time,NetEnergy,DiffEnergy
0.0390179,26.0299,0.0662636
0.03925,26.1301,0.10017
0.0392679,26.1964,0.0662636
0.0395,26.2965,0.10017
0.0395179,26.3628,0.0662636
0.03975,26.463,0.10017
0.0397679,26.5292,0.0662636
0.04,26.6294,0.10017
0.0400179,26.6957,0.0662636
0.04025,26.7958,0.10017
0.0402679,26.8621,0.0662636
0.0405,26.9623,0.10017
0.0405179,27.0285,0.0662636
0.04075,27.1287,0.10017
0.0407679,27.195,0.0662636
0.041,27.2951,0.10017
0.0410179,27.3614,0.0662636
0.04125,27.4616,0.10017
0.0412679,27.5278,0.0662636
0.0415,27.628,0.10017
0.0415179,27.6943,0.0662636
0.04175,27.7944,0.10017
0.0417679,27.8607,0.0662636
0.042,27.9609,0.10017
0.0420179,28.0271,0.0662636
0.04225,28.1273,0.10017
0.0422679,28.1936,0.0662636
0.0425,28.2937,0.10017
0.0425179,28.36,0.0662636
0.04275,28.4602,0.10017
0.0427679,28.5264,0.0662636
0.043,28.6266,0.10017
0.0430179,28.6929,0.0662636
0.04325,28.793,0.10017
0.0432679,28.8593,0.0662636
0.0435,28.9595,0.10017
0.0435179,29.0257,0.0662636
0.04375,29.1259,0.10017
0.0437679,29.1922,0.0662636
0.044,29.2923,0.10017
0.0440179,29.3586,0.0662636
0.04425,29.4588,0.10017
0.0442679,29.525,0.0662636
0.0445,29.6252,0.10017
0.0445179,29.6915,0.0662636
0.04475,29.7916,0.10017
0.0447679,29.8579,0.0662636
0.045,29.9581,0.10017
0.0450179,30.0243,0.0662636
0.04525,30.1245,0.10017
0.0452679,30.1908,0.0662636
0.0455,30.2909,0.10017
0.0455179,30.3572,0.0662636
0.04575,30.4574,0.10017
0.0457679,30.5236,0.0662636
0.046,30.6238,0.10017
0.0460179,30.6901,0.0662636
0.04625,30.7902,0.10017
0.0462679,30.8565,0.0662636
0.0465,30.9567,0.10017
0.0465179,31.0229,0.0662636
0.04675,31.1231,0.10017
0.0467679,31.1894,0.0662636
0.047,31.2895,0.10017
0.0470179,31.3558,0.0662636
0.04725,31.456,0.10017
0.0472679,31.5222,0.0662636
0.0475,31.6224,0.10017
0.0475179,31.6887,0.0662636
0.04775,31.7888,0.10017
0.0477679,31.8551,0.0662636
0.048,31.9553,0.10017
0.0480179,32.0215,0.0662636
0.04825,32.1217,0.10017
0.0482679,32.188,0.0662636
0.0485,32.2881,0.10017
0.0485179,32.3544,0.0662636
0.04875,32.4546,0.10017
0.0487679,32.5208,0.0662636
0.049,32.621,0.10017
0.0490179,32.6873,0.0662636
0.04925,32.7874,0.10017
0.0492679,32.8537,0.0662636
0.0495,32.9539,0.10017
0.0495179,33.0201,0.0662636
0.04975,33.1203,0.10017
0.0497679,33.1866,0.0662636
0.05,33.2868,0.10017
0.0500179,33.353,0.0662636
0.05025,33.4532,0.10017
0.0502679,33.5194,0.0662636
0.0505,33.6196,0.10017
0.0505179,33.6859,0.0662636
0.05075,33.7861,0.10017
0.0507679,33.8523,0.0662636
0.051,33.9525,0.10017
0.0510179,34.0187,0.0662636
0.05125,34.1189,0.10017
0.0512679,34.1852,0.0662636
0.0515,34.2854,0.10017
0.0515179,34.3516,0.0662636
0.05175,34.4518,0.10017
0.0517679,34.5181,0.0662636
0.052,34.6182,0.10017
0.0520179,34.6845,0.0662636
0.05225,34.7847,0.10017
0.0522679,34.8509,0.0662636
0.0525,34.9511,0.10017
0.0525179,35.0174,0.0662636
0.05275,35.1175,0.10017
0.0527679,35.1838,0.0662636
0.053,35.284,0.10017
0.0530179,35.3502,0.0662636
0.05325,35.4504,0.10017
0.0532679,35.5167,0.0662636
0.0535,35.6168,0.10017
0.0535179,35.6831,0.0662636
0.05375,35.7833,0.10017
0.0537679,35.8495,0.0662636
0.054,35.9497,0.10017
0.0540179,36.016,0.0662636
0.05425,36.1161,0.10017
0.0542679,36.1824,0.0662636
0.0545,36.2826,0.10017
0.0545179,36.3488,0.0662636
0.05475,36.449,0.10017
0.0547679,36.5153,0.0662636
0.055,36.6154,0.10017
0.0550179,36.6817,0.0662636
0.05525,36.7819,0.10017
0.0552679,36.8481,0.0662636
0.0555,36.9483,0.10017
0.0555179,37.0146,0.0662636
0.05575,37.1147,0.10017
0.0557679,37.181,0.0662636
0.056,37.2812,0.10017
0.0560179,37.3474,0.0662636
0.05625,37.4476,0.10017
0.0562679,37.5139,0.0662636
0.0565,37.614,0.10017
0.0565179,37.6803,0.0662636
0.05675,37.7805,0.10017
0.0567679,37.8467,0.0662636
0.057,37.9469,0.10017
0.0570179,38.0132,0.0662636
0.05725,38.1133,0.10017
0.0572679,38.1796,0.0662636
0.0575,38.2798,0.10017
0.0575179,38.346,0.0662636
0.05775,38.4462,0.10017
0.0577679,38.5125,0.0662636
0.058,38.6126,0.10017
0.0580179,38.6789,0.0662636
0.05825,38.7791,0.10017
0.0582679,38.8453,0.0662636
0.0585,38.9455,0.10017
0.0585179,39.0118,0.0662636
0.05875,39.1119,0.10017
0.0587679,39.1782,0.0662636
0.059,39.2784,0.10017
0.0590179,39.3446,0.0662636
0.05925,39.4448,0.10017
0.0592679,39.5111,0.0662636
0.0595,39.6112,0.10017
0.0595179,39.6775,0.0662636
0.05975,39.7777,0.10017
0.0597679,39.8439,0.0662636
0.06,39.9441,0.10017
0.0600179,40.0104,0.0662636
0.06025,40.1105,0.10017
0.0602679,40.1768,0.0662636
0.0605,40.277,0.10017
0.0605179,40.3432,0.0662636
0.06075,40.4434,0.10017
0.0607679,40.5097,0.0662636
0.061,40.6098,0.10017
0.0610179,40.6761,0.0662636
0.06125,40.7763,0.10017
0.0612679,40.8425,0.0662636
0.0615,40.9427,0.10017
0.0615179,41.009,0.0662636
0.06175,41.1091,0.10017
0.0617679,41.1754,0.0662636
0.062,41.2756,0.10017
0.0620179,41.3418,0.0662636
0.06225,41.442,0.10017
0.0622679,41.5083,0.0662636
0.0625,41.6084,0.10017
0.0625179,41.6747,0.0662636
0.06275,41.7749,0.10017
0.0627679,41.8411,0.0662636
0.063,41.9413,0.10017
0.0630179,42.0076,0.0662636
0.06325,42.1077,0.10017
0.0632679,42.174,0.0662636
0.0635,42.2742,0.10017
0.0635179,42.3404,0.0662636
0.06375,42.4406,0.10017
0.0637679,42.5069,0.0662636
0.064,42.607,0.10017
0.0640179,42.6733,0.0662636
0.06425,42.7735,0.10017
0.0642679,42.8397,0.0662636
0.0645,42.9399,0.10017
0.0645179,43.0062,0.0662636
0.06475,43.1063,0.10017
0.0647679,43.1726,0.0662636
0.065,43.2728,0.10017
0.0650179,43.339,0.0662636
0.06525,43.4392,0.10017
0.0652679,43.5055,0.0662636
0.0655,43.6056,0.10017
0.0655179,43.6719,0.0662636
0.06575,43.7721,0.10017
0.0657679,43.8383,0.0662636
0.066,43.9385,0.10017
0.0660179,44.0048,0.0662636
0.06625,44.1049,0.10017
0.0662679,44.1712,0.0662636
0.0665,44.2714,0.10017
0.0665179,44.3376,0.0662636
0.06675,44.4378,0.10017
0.0667679,44.5041,0.0662636
0.067,44.6042,0.10017
0.0670179,44.6705,0.0662636
0.06725,44.7707,0.10017
0.0672679,44.8369,0.0662636
0.0675,44.9371,0.10017
0.0675179,45.0034,0.0662636
0.06775,45.1035,0.10017
0.0677679,45.1698,0.0662636
0.068,45.27,0.10017
0.0680179,45.3362,0.0662636
0.06825,45.4364,0.10017
0.0682679,45.5027,0.0662636
0.0685,45.6028,0.10017
0.0685179,45.6691,0.0662636
0.06875,45.7693,0.10017
0.0687679,45.8355,0.0662636
0.069,45.9357,0.10017
0.0690179,46.002,0.0662636
0.06925,46.1021,0.10017
0.0692679,46.1684,0.0662636
0.0695,46.2686,0.10017
0.0695179,46.3348,0.0662636
0.06975,46.435,0.10017
0.0697679,46.5013,0.0662636
0.07,46.6015,0.10017
0.0700179,46.6677,0.0662636
0.07025,46.7679,0.10017
0.0702679,46.8341,0.0662636
0.0705,46.9343,0.10017
0.0705179,47.0006,0.0662636
0.07075,47.1008,0.10017
0.0707679,47.167,0.0662636
0.071,47.2672,0.10017
0.0710179,47.3334,0.0662636
0.07125,47.4336,0.10017
0.0712679,47.4999,0.0662636
0.0715,47.6001,0.10017
0.0715179,47.6663,0.0662636
0.07175,47.7665,0.10017
0.0717679,47.8328,0.0662636
0.072,47.9329,0.10017
0.0720179,47.9992,0.0662636
0.07225,48.0994,0.10017
0.0722679,48.1656,0.0662636
0.0725,48.2658,0.10017
0.0725179,48.3321,0.0662636
0.07275,48.4322,0.10017
0.0727679,48.4985,0.0662636
0.073,48.5987,0.10017
0.0730179,48.6649,0.0662636
0.07325,48.7651,0.10017
0.0732679,48.8314,0.0662636
0.0735,48.9315,0.10017
0.0735179,48.9978,0.0662636
0.07375,49.098,0.10017
0.0737679,49.1642,0.0662636
0.074,49.2644,0.10017
0.0740179,49.3307,0.0662636
0.07425,49.4308,0.10017
0.0742679,49.4971,0.0662636
0.0745,49.5973,0.10017
0.0745179,49.6635,0.0662636
0.07475,49.7637,0.10017
0.0747679,49.83,0.0662636
0.075,49.9301,0.10017
0.0750179,49.9964,0.0662636
0.07525,50.0966,0.10017
0.0752679,50.1628,0.0662636
0.0755,50.263,0.10017
0.0755179,50.3293,0.0662636
0.07575,50.4294,0.10017
0.0757679,50.4957,0.0662636
0.076,50.5959,0.10017
0.0760179,50.6621,0.0662636
0.07625,50.7623,0.10017
0.0762679,50.8286,0.0662636
0.0765,50.9287,0.10017
0.0765179,50.995,0.0662636
0.07675,51.0952,0.10017
0.0767679,51.1614,0.0662636
0.077,51.2616,0.10017
0.0770179,51.3279,0.0662636
0.07725,51.428,0.10017
0.0772679,51.4943,0.0662636
0.0775,51.5945,0.10017
0.0775179,51.6607,0.0662636
0.07775,51.7609,0.10017
0.0777679,51.8272,0.0662636
0.078,51.9273,0.10017
0.0780179,51.9936,0.0662636
0.07825,52.0938,0.10017
0.0782679,52.16,0.0662636
0.0785,52.2602,0.10017
0.0785179,52.3265,0.0662636
0.07875,52.4266,0.10017
0.0787679,52.4929,0.0662636
0.079,52.5931,0.10017
0.0790179,52.6593,0.0662636
0.07925,52.7595,0.10017
0.0792679,52.8258,0.0662636
0.0795,52.9259,0.10017
0.0795179,52.9922,0.0662636
0.07975,53.0924,0.10017
0.0797679,53.1586,0.0662636
0.08,53.2588,0.10017
0.0800179,53.3251,0.0662636
0.08025,53.4252,0.10017
0.0802679,53.4915,0.0662636
0.0805,53.5917,0.10017
0.0805179,53.6579,0.0662636
0.08075,53.7581,0.10017
0.0807679,53.8244,0.0662636
0.081,53.9245,0.10017
0.0810179,53.9908,0.0662636
0.08125,54.091,0.10017
0.0812679,54.1572,0.0662636
0.0815,54.2574,0.10017
0.0815179,54.3237,0.0662636
0.08175,54.4238,0.10017
0.0817679,54.4901,0.0662636
0.082,54.5903,0.10017
0.0820179,54.6565,0.0662636
0.08225,54.7567,0.10017
0.0822679,54.823,0.0662636
0.0825,54.9231,0.10017
0.0825179,54.9894,0.0662636
0.08275,55.0896,0.10017
0.0827679,55.1558,0.0662636
0.083,55.256,0.10017
0.0830179,55.3223,0.0662636
0.08325,55.4224,0.10017
0.0832679,55.4887,0.0662636
0.0835,55.5889,0.10017
0.0835179,55.6551,0.0662636
0.08375,55.7553,0.10017
0.0837679,55.8216,0.0662636
0.084,55.9217,0.10017
0.0840179,55.988,0.0662636
0.08425,56.0882,0.10017
0.0842679,56.1544,0.0662636
0.0845,56.2546,0.10017
0.0845179,56.3209,0.0662636
0.08475,56.421,0.10017
0.0847679,56.4873,0.0662636
0.085,56.5875,0.10017
0.0850179,56.6537,0.0662636
0.08525,56.7539,0.10017
0.0852679,56.8202,0.0662636
0.0855,56.9203,0.10017
0.0855179,56.9866,0.0662636
0.08575,57.0868,0.10017
0.0857679,57.153,0.0662636
0.086,57.2532,0.10017
0.0860179,57.3195,0.0662636
0.08625,57.4196,0.10017
0.0862679,57.4859,0.0662636
0.0865,57.5861,0.10017
0.0865179,57.6523,0.0662636
0.08675,57.7525,0.10017
0.0867679,57.8188,0.0662636
0.087,57.9189,0.10017
0.0870179,57.9852,0.0662636
0.08725,58.0854,0.10017
0.0872679,58.1516,0.0662636
0.0875,58.2518,0.10017
0.0875179,58.3181,0.0662636
0.08775,58.4182,0.10017
0.0877679,58.4845,0.0662636
0.088,58.5847,0.10017
0.0880179,58.6509,0.0662636
0.08825,58.7511,0.10017
0.0882679,58.8174,0.0662636
0.0885,58.9175,0.10017
0.0885179,58.9838,0.0662636
0.08875,59.084,0.10017
0.0887679,59.1502,0.0662636
0.089,59.2504,0.10017
0.0890179,59.3167,0.0662636
0.08925,59.4168,0.10017
0.0892679,59.4831,0.0662636
0.0895,59.5833,0.10017
0.0895179,59.6495,0.0662636
0.08975,59.7497,0.10017
0.0897679,59.816,0.0662636
0.09,59.9162,0.10017
0.0900179,59.9824,0.0662636
0.09025,60.0826,0.10017
0.0902679,60.1488,0.0662636
0.0905,60.249,0.10017
0.0905179,60.3153,0.0662636
0.09075,60.4155,0.10017
0.0907679,60.4817,0.0662636
0.091,60.5819,0.10017
0.0910179,60.6481,0.0662636
0.09125,60.7483,0.10017
0.0912679,60.8146,0.0662636
0.0915,60.9148,0.10017
0.0915179,60.981,0.0662636
0.09175,61.0812,0.10017
0.0917679,61.1475,0.0662636
0.092,61.2476,0.10017
0.0920179,61.3139,0.0662636
0.09225,61.4141,0.10017
0.0922679,61.4803,0.0662636
0.0925,61.5805,0.10017
0.0925179,61.6468,0.0662636
0.09275,61.7469,0.10017
0.0927679,61.8132,0.0662636
0.093,61.9134,0.10017
0.0930179,61.9796,0.0662636
0.09325,62.0798,0.10017
0.0932679,62.1461,0.0662636
0.0935,62.2462,0.10017
0.0935179,62.3125,0.0662636
0.09375,62.4127,0.10017
0.0937679,62.4789,0.0662636
0.094,62.5791,0.10017
0.0940179,62.6454,0.0662636
0.09425,62.7455,0.10017
0.0942679,62.8118,0.0662636
0.0945,62.912,0.10017
0.0945179,62.9782,0.0662636
0.09475,63.0784,0.10017
0.0947679,63.1447,0.0662636
0.095,63.2448,0.10017
0.0950179,63.3111,0.0662636
0.09525,63.4113,0.10017
0.0952679,63.4775,0.0662636
0.0955,63.5777,0.10017
0.0955179,63.644,0.0662636
0.09575,63.7441,0.10017
0.0957679,63.8104,0.0662636
0.096,63.9106,0.10017
0.0960179,63.9768,0.0662636
0.09625,64.077,0.10017
0.0962679,64.1433,0.0662636
0.0965,64.2434,0.10017
0.0965179,64.3097,0.0662636
0.09675,64.4099,0.10017
0.0967679,64.4761,0.0662636
0.097,64.5763,0.10017
0.0970179,64.6426,0.0662636
0.09725,64.7427,0.10017
0.0972679,64.809,0.0662636
0.0975,64.9092,0.10017
0.0975179,64.9754,0.0662636
0.09775,65.0756,0.10017
0.0977679,65.1419,0.0662636
0.098,65.242,0.10017
0.0980179,65.3083,0.0662636
0.09825,65.4085,0.10017
0.0982679,65.4747,0.0662636
0.0985,65.5749,0.10017
0.0985179,65.6412,0.0662636
0.09875,65.7413,0.10017
0.0987679,65.8076,0.0662636
0.099,65.9078,0.10017
0.0990179,65.974,0.0662636
0.09925,66.0742,0.10017
0.0992679,66.1405,0.0662636
0.0995,66.2406,0.10017
0.0995179,66.3069,0.0662636
0.09975,66.4071,0.10017
0.0997679,66.4733,0.0662636
0.1,66.5735,0.10017
0.100018,66.6398,0.0662636
0.10025,66.7399,0.10017
0.100268,66.8062,0.0662636
0.1005,66.9064,0.10017
0.100518,66.9726,0.0662636
0.10075,67.0728,0.10017
0.100768,67.1391,0.0662636
0.101,67.2392,0.10017
0.101018,67.3055,0.0662636
0.10125,67.4057,0.10017
0.101268,67.4719,0.0662636
0.1015,67.5721,0.10017
0.101518,67.6384,0.0662636
0.10175,67.7385,0.10017
0.101768,67.8048,0.0662636
0.102,67.905,0.10017
0.102018,67.9712,0.0662636
0.10225,68.0714,0.10017
0.102268,68.1377,0.0662636
0.1025,68.2378,0.10017
0.102518,68.3041,0.0662636
0.10275,68.4043,0.10017
0.102768,68.4705,0.0662636
0.103,68.5707,0.10017
0.103018,68.637,0.0662636
0.10325,68.7371,0.10017
0.103268,68.8034,0.0662636
0.1035,68.9036,0.10017
0.103518,68.9698,0.0662636
0.10375,69.07,0.10017
0.103768,69.1363,0.0662636
0.104,69.2364,0.10017
0.104018,69.3027,0.0662636
0.10425,69.4029,0.10017
0.104268,69.4691,0.0662636
0.1045,69.5693,0.10017
0.104518,69.6356,0.0662636
0.10475,69.7357,0.10017
0.104768,69.802,0.0662636
0.105,69.9022,0.10017
0.105018,69.9684,0.0662636
0.10525,70.0686,0.10017
0.105268,70.1349,0.0662636
0.1055,70.235,0.10017
0.105518,70.3013,0.0662636
0.10575,70.4015,0.10017
0.105768,70.4677,0.0662636
0.106,70.5679,0.10017
0.106018,70.6342,0.0662636
0.10625,70.7343,0.10017
0.106268,70.8006,0.0662636
0.1065,70.9008,0.10017
0.106518,70.967,0.0662636
0.10675,71.0672,0.10017
0.106768,71.1335,0.0662636
0.107,71.2336,0.10017
0.107018,71.2999,0.0662636
0.10725,71.4001,0.10017
0.107268,71.4663,0.0662636
0.1075,71.5665,0.10017
0.107518,71.6328,0.0662636
0.10775,71.7329,0.10017
0.107768,71.7992,0.0662636
0.108,71.8994,0.10017
0.108018,71.9656,0.0662636
0.10825,72.0658,0.10017
0.108268,72.1321,0.0662636
0.1085,72.2322,0.10017
0.108518,72.2985,0.0662636
0.10875,72.3987,0.10017
0.108768,72.4649,0.0662636
0.109,72.5651,0.10017
0.109018,72.6314,0.0662636
0.10925,72.7315,0.10017
0.109268,72.7978,0.0662636
0.1095,72.898,0.10017
0.109518,72.9642,0.0662636
0.10975,73.0644,0.10017
0.109768,73.1307,0.0662636
0.11,73.2309,0.10017
0.110018,73.2971,0.0662636
0.11025,73.3973,0.10017
0.110268,73.4635,0.0662636
0.1105,73.5637,0.10017
0.110518,73.63,0.0662636
0.11075,73.7302,0.10017
